Ir. szám	Név	Megyekód	Járás	KSH kód	Jogállás	Terület	Népesség	Lakások
5053	Szászberek	JN	Szolnoki	05777	6	3922	905	411
5054	Jászalsószentgyörgy	JN	Jászapáti	30711	6	4767	3168	1535
5055	Jászladány	JN	Jászapáti	21111	5	9273	5423	2171
5061	Tiszasüly	JN	Szolnoki	17695	6	9177	1384	747
5062	Kőtelek	JN	Szolnoki	11235	6	4514	1512	814
5063	Hunyadfalva	JN	Szolnoki	34050	6	535	160	92
5064	Csataszög	JN	Szolnoki	34175	6	1121	304	128
5065	Nagykörű	JN	Szolnoki	15574	6	4281	1581	918
5071	Besenyszög	JN	Szolnoki	11305	4	13808	3107	1384
5081	Szajol	JN	Szolnoki	05874	6	3697	3714	1586
5082	Tiszatenyő	JN	Törökszentmiklósi	09627	6	2355	1500	655
5083	Kengyel	JN	Törökszentmiklósi	07418	6	7914	3209	1378
5084	Rákócziújfalu	JN	Szolnoki	12423	6	1961	1816	729
5085	Rákóczifalva	JN	Szolnoki	14207	4	3594	5014	2232
5091	Tószeg	JN	Szolnoki	07490	6	5917	4231	1820
5092	Tiszavárkony	JN	Szolnoki	31866	6	3562	1489	723
5093	Vezseny	JN	Szolnoki	21157	6	2517	608	341
5094	Tiszajenő	JN	Szolnoki	29346	6	2819	1478	820
5100	Jászberény	JN	Jászberényi	18209	4	22135	26058	12642
5111	Jászfelsőszentgyörgy	JN	Jászberényi	23579	6	3928	1885	755
5121	Jászjákóhalma	JN	Jászberényi	25186	6	4504	2802	1313
5122	Jászdózsa	JN	Jászapáti	17978	6	4286	2050	1100
5123	Jászárokszállás	JN	Jászberényi	22105	4	7717	7499	3781
5124	Jászágó	JN	Jászberényi	22929	6	3693	698	382
5125	Pusztamonostor	JN	Jászberényi	15246	6	2462	1614	732
5126	Jászfényszaru	JN	Jászberényi	23339	4	7616	5817	2619
5130	Jászapáti	JN	Jászapáti	22202	4	7816	8186	3627
5135	Jászivány	JN	Jászapáti	24086	6	3951	375	219
5136	Jászszentandrás	JN	Jászapáti	13514	6	4433	2598	1518
5137	Jászkisér	JN	Jászapáti	22798	4	13011	4824	2143
5141	Jásztelek	JN	Jászberényi	23135	6	4115	1520	662
5142	Alattyán	JN	Jászapáti	25265	6	3429	2099	885
5143	Jánoshida	JN	Jászapáti	22859	6	3479	2400	1097
5144	Jászboldogháza	JN	Jászberényi	15811	6	5531	1631	806
5200	Törökszentmiklós	JN	Törökszentmiklósi	27313	4	18516	19380	8988
5211	Tiszapüspöki	JN	Törökszentmiklósi	03373	6	3745	1981	845
5222	Örményes	JN	Törökszentmiklósi	29382	6	3413	940	461
5231	Fegyvernek	JN	Törökszentmiklósi	16647	4	7148	6134	2593
5232	Tiszabő	JN	Kunhegyesi	10773	6	3504	2164	432
5233	Tiszagyenda	JN	Kunhegyesi	30304	6	3693	948	511
5234	Tiszaroff	JN	Kunhegyesi	20181	6	5249	1531	862
5235	Tiszabura	JN	Kunhegyesi	22770	6	4520	3127	848
5241	Abádszalók	JN	Kunhegyesi	12441	4	13223	3849	2017
5243	Tiszaderzs	JN	Tiszafüredi	16230	6	2719	1006	627
5244	Tiszaszőlős	JN	Tiszafüredi	07852	6	4779	1199	685
5300	Karcag	JN	Karcagi	04923	4	36863	18495	8098
5309	Berekfürdő	JN	Karcagi	34005	6	1857	1051	588
5310	Kisújszállás	JN	Karcagi	25919	4	20527	10055	4656
5321	Kunmadaras	JN	Karcagi	23171	5	15355	4989	1985
5322	Tiszaszentimre	JN	Tiszafüredi	22789	6	6561	1823	979
5324	Tomajmonostora	JN	Kunhegyesi	09557	6	1376	712	346
5331	Kenderes	JN	Karcagi	17145	4	11124	4027	1892
5340	Kunhegyes	JN	Kunhegyesi	22567	4	14893	6944	3255
5350	Tiszafüred	JN	Tiszafüredi	29726	4	16219	10752	5250
5361	Tiszaigar	JN	Tiszafüredi	28699	6	3404	700	381
5362	Tiszaörs	JN	Tiszafüredi	15787	6	3710	1263	687
5363	Nagyiván	JN	Tiszafüredi	21689	6	4316	1027	493
5400	Mezőtúr	JN	Mezőtúri	04260	4	28972	15644	7705
5411	Kétpó	JN	Mezőtúri	19813	6	6676	560	290
5412	Kuncsorba	JN	Törökszentmiklósi	05254	6	3363	523	287
5420	Túrkeve	JN	Mezőtúri	28228	4	23652	7859	3933
5430	Tiszaföldvár	JN	Kunszentmártoni	13815	4	8034	10039	4616
5435	Martfű	JN	Szolnoki	02626	4	2308	5756	2934
5440	Kunszentmárton	JN	Kunszentmártoni	32504	4	14365	7276	3969
5451	Öcsöd	JN	Kunszentmártoni	28006	5	10366	3047	1615
5452	Mesterszállás	JN	Mezőtúri	30234	6	4292	618	373
5453	Mezőhék	JN	Mezőtúri	26286	6	8982	343	168
5462	Cibakháza	JN	Kunszentmártoni	22938	5	3821	3578	1875
5463	Nagyrév	JN	Kunszentmártoni	06318	6	2979	610	378
5464	Tiszainoka	JN	Kunszentmártoni	20446	6	1792	393	199
5465	Cserkeszőlő	JN	Kunszentmártoni	05795	6	3070	2112	1558
5471	Tiszakürt	JN	Kunszentmártoni	30386	6	2837	1231	689
5474	Tiszasas	JN	Kunszentmártoni	21494	6	2879	978	566
5475	Csépa	JN	Kunszentmártoni	13170	6	2967	1547	789
5476	Szelevény	JN	Kunszentmártoni	20428	6	4539	951	593
5500	Gyomaendrőd	BE	Gyomaendrődi	33455	4	30394	12144	6769
5510	Dévaványa	BE	Gyomaendrődi	24819	4	21655	6719	3205
5515	Ecsegfalva	BE	Gyomaendrődi	09432	6	7899	1064	504
5516	Körösladány	BE	Szeghalmi	11615	4	12379	4069	1896
5520	Szeghalom	BE	Szeghalmi	21883	4	21713	8074	3877
5525	Füzesgyarmat	BE	Szeghalmi	12256	4	12734	4959	2384
5526	Kertészsziget	BE	Szeghalmi	12618	6	3911	310	185
5527	Bucsa	BE	Szeghalmi	13471	6	5582	2035	934
5530	Vésztő	BE	Szeghalmi	29531	4	12570	6207	2868
5534	Okány	BE	Sarkadi	19257	6	7062	2112	1142
5536	Körösújfalu	BE	Szeghalmi	30164	6	2530	350	262
5537	Zsadány	BE	Sarkadi	06257	6	6584	1497	707
5538	Biharugra	BE	Sarkadi	29610	6	5284	736	528
5539	Körösnagyharsány	BE	Sarkadi	10764	6	1991	435	333
5540	Szarvas	BE	Szarvasi	23870	4	16157	14428	7763
5551	Csabacsűd	BE	Szarvasi	31334	5	6685	1593	838
5552	Kardos	BE	Szarvasi	24794	6	4279	513	338
5553	Kondoros	BE	Szarvasi	10287	4	8184	4537	2425
5555	Hunya	BE	Gyomaendrődi	33297	6	3257	556	384
5556	Örménykút	BE	Szarvasi	27438	6	5456	289	199
5561	Békésszentandrás	BE	Szarvasi	02680	5	7745	3317	1839
5600	Békéscsaba	BE	Békéscsabai	15200	1	19393	55091	29966
5609	Csabaszabadi	BE	Békéscsabai	34078	6	3271	274	151
5621	Csárdaszállás	BE	Gyomaendrődi	25502	6	5416	379	217
5622	Köröstarcsa	BE	Békési	12900	6	6280	2209	1189
5624	Doboz	BE	Békéscsabai	33190	5	5447	3934	1893
5630	Békés	BE	Békési	09760	4	12723	17726	8261
5641	Tarhos	BE	Békési	33075	6	5745	705	355
5643	Bélmegyer	BE	Békési	19390	6	6305	805	502
5650	Mezőberény	BE	Békési	19628	4	11853	9537	4457
5661	Újkígyós	BE	Békéscsabai	02352	4	5492	4683	2206
5662	Csanádapáca	BE	Orosházi	20455	6	5130	2334	1318
5663	Medgyesbodzás	BE	Mezőkovácsházai	20765	6	3167	876	534
5665	Pusztaottlaka	BE	Mezőkovácsházai	19594	6	1887	307	210
5666	Medgyesegyháza	BE	Mezőkovácsházai	30128	4	6429	3146	1808
5667	Magyarbánhegyes	BE	Mezőkovácsházai	27906	6	3656	1816	1045
5668	Nagybánhegyes	BE	Mezőkovácsházai	26028	6	4224	1050	780
5672	Murony	BE	Békési	11989	6	3568	1113	546
5673	Kamut	BE	Békési	04279	6	6048	940	505
5674	Kétsoprony	BE	Békéscsabai	03106	6	5124	1244	571
5675	Telekgerendás	BE	Békéscsabai	12681	6	7237	1394	662
5700	Gyula	BE	Gyulai	05032	4	25579	28090	14443
5712	Szabadkígyós	BE	Békéscsabai	31325	6	4556	2367	1086
5720	Sarkad	BE	Sarkadi	28565	4	12557	9171	4295
5725	Kötegyán	BE	Sarkadi	06804	6	4295	1193	685
5726	Méhkerék	BE	Sarkadi	23931	6	2585	1874	843
5727	Újszalonta	BE	Sarkadi	24350	6	2083	88	71
5731	Sarkadkeresztúr	BE	Sarkadi	25168	6	3530	1343	761
5732	Mezőgyán	BE	Sarkadi	04206	6	5987	877	469
5734	Geszt	BE	Sarkadi	17394	6	5139	670	327
5741	Kétegyháza	BE	Gyulai	03461	5	5049	3308	1674
5742	Elek	BE	Gyulai	32957	4	5491	4246	1993
5743	Lőkösháza	BE	Gyulai	21209	6	5202	1500	787
5744	Kevermes	BE	Mezőkovácsházai	31574	5	4334	1634	970
5745	Dombiratos	BE	Mezőkovácsházai	22132	6	1830	467	394
5746	Kunágota	BE	Mezőkovácsházai	16045	6	6396	2322	1242
5747	Almáskamarás	BE	Mezőkovácsházai	29595	6	1471	732	422
5751	Nagykamarás	BE	Mezőkovácsházai	04242	6	4310	1114	782
5800	Mezőkovácsháza	BE	Mezőkovácsházai	30322	4	6259	5335	2878
5811	Végegyháza	BE	Mezőkovácsházai	31228	6	2894	1125	695
5820	Mezőhegyes	BE	Mezőkovácsházai	11873	4	15544	4393	2833
5830	Battonya	BE	Mezőkovácsházai	18102	4	14571	4966	2887
5836	Dombegyház	BE	Mezőkovácsházai	24031	5	5794	1661	1012
5837	Kisdombegyház	BE	Mezőkovácsházai	18838	6	1261	370	257
5838	Magyardombegyház	BE	Mezőkovácsházai	11536	6	765	160	153
5900	Orosháza	BE	Orosházi	23065	4	20222	25472	14137
5919	Pusztaföldvár	BE	Orosházi	05397	6	5713	1443	824
5920	Csorvás	BE	Békéscsabai	26709	4	9018	4441	2328
5925	Gerendás	BE	Békéscsabai	07393	6	4078	1049	649
5931	Nagyszénás	BE	Orosházi	08244	5	9556	4416	2281
5932	Gádoros	BE	Orosházi	09511	5	3813	3224	1700
5940	Tótkomlós	BE	Orosházi	16434	4	12505	5299	2855
5945	Kardoskút	BE	Orosházi	12177	6	7658	726	404
5946	Békéssámson	BE	Orosházi	26189	6	7121	2170	1086
5948	Kaszaper	BE	Mezőkovácsházai	22752	6	3357	1627	860
6000	Kecskemét	BK	Kecskeméti	26684	1	32257	109731	54984
6031	Szentkirály	BK	Tiszakécskei	21120	6	10189	1854	909
6032	Nyárlőrinc	BK	Kecskeméti	23056	6	6636	2289	1009
6033	Városföld	BK	Kecskeméti	10667	6	6165	2149	848
6034	Helvécia	BK	Kecskeméti	04093	5	5647	4936	1839
6035	Ballószög	BK	Kecskeméti	13408	6	3500	4173	1423
6041	Kerekegyháza	BK	Kecskeméti	22530	4	8128	6448	2816
6042	Fülöpháza	BK	Kecskeméti	31468	6	4706	838	433
6043	Kunbaracs	BK	Kecskeméti	07728	6	5511	657	384
6045	Ladánybene	BK	Kecskeméti	05786	6	4074	1687	750
6050	Lajosmizse	BK	Kecskeméti	17677	4	16466	11653	4938
6055	Felsőlajos	BK	Kecskeméti	33598	6	1141	955	408
6060	Tiszakécske	BK	Tiszakécskei	30623	4	13327	11664	5576
6064	Tiszaug	BK	Tiszakécskei	14094	6	2504	885	416
6065	Lakitelek	BK	Tiszakécskei	06202	5	5466	4867	2267
6066	Tiszaalpár	BK	Tiszakécskei	24545	5	9113	4856	2237
6070	Izsák	BK	Kiskőrösi	21999	4	11376	5552	2761
6075	Páhi	BK	Kiskőrösi	18670	6	3896	1122	643
6076	Ágasegyháza	BK	Kecskeméti	17686	6	5587	1855	890
6077	Orgovány	BK	Kecskeméti	16939	5	9916	3231	1600
6078	Jakabszállás	BK	Kecskeméti	17923	6	7086	2710	1278
6080	Szabadszállás	BK	Kunszentmiklósi	25061	4	16462	5930	3009
6085	Fülöpszállás	BK	Kiskőrösi	14058	6	9132	2241	1150
6086	Szalkszentmárton	BK	Kunszentmiklósi	19947	6	8208	2771	1314
6087	Dunavecse	BK	Kunszentmiklósi	07612	4	6677	3868	1681
6088	Apostag	BK	Kunszentmiklósi	21148	6	3194	2014	979
6090	Kunszentmiklós	BK	Kunszentmiklósi	28130	4	17211	8146	3586
6096	Kunpeszér	BK	Kunszentmiklósi	31918	6	7755	723	372
6097	Kunadacs	BK	Kunszentmiklósi	05856	6	8990	1361	708
6098	Tass	BK	Kunszentmiklósi	20525	6	7473	2848	1323
6100	Kiskunfélegyháza	BK	Kiskunfélegyházi	20297	4	25630	28803	14631
6111	Gátér	BK	Kiskunfélegyházi	26383	6	3089	857	449
6112	Pálmonostora	BK	Kiskunfélegyházi	02705	6	5328	1637	945
6113	Petőfiszállás	BK	Kiskunfélegyházi	15431	6	6779	1471	769
6114	Bugac	BK	Kiskunfélegyházi	32823	5	13111	2592	1416
6114	Bugacpusztaháza	BK	Kiskunfélegyházi	33631	6	4300	270	129
6115	Kunszállás	BK	Kecskeméti	31893	6	2085	1681	762
6116	Fülöpjakab	BK	Kecskeméti	33622	6	2316	1161	519
6120	Kiskunmajsa	BK	Kiskunmajsai	24396	4	22227	11675	5465
6131	Szank	BK	Kiskunmajsai	11794	6	7483	2183	1129
6132	Móricgát	BK	Kiskunmajsai	34096	6	3289	411	289
6133	Jászszentlászló	BK	Kiskunmajsai	08378	6	6034	2358	1235
6134	Kömpöc	BK	Kiskunmajsai	13806	6	2998	661	345
6135	Csólyospálos	BK	Kiskunmajsai	12025	6	6510	1431	894
6136	Harkakötöny	BK	Kiskunhalasi	08350	6	5270	719	377
6200	Kiskőrös	BK	Kiskőrösi	09344	4	10223	13320	6876
6211	Kaskantyú	BK	Kiskőrösi	30605	6	5828	938	489
6221	Akasztó	BK	Kiskőrösi	21944	6	6488	3138	1533
6222	Csengőd	BK	Kiskőrösi	12344	6	4889	2003	1081
6223	Soltszentimre	BK	Kiskőrösi	18218	6	4449	1247	638
6224	Tabdi	BK	Kiskőrösi	25432	6	2139	1033	542
6230	Soltvadkert	BK	Kiskőrösi	19983	4	10886	6980	3391
6235	Bócsa	BK	Kiskőrösi	08305	6	9704	1790	920
6236	Tázlár	BK	Kiskőrösi	24998	6	7338	1673	821
6237	Kecel	BK	Kiskőrösi	19789	4	11448	7932	3825
6238	Imrehegy	BK	Kiskőrösi	08095	6	7031	586	317
6239	Császártöltés	BK	Kiskőrösi	10472	6	8206	2115	1030
6300	Kalocsa	BK	Kalocsai	06442	4	5318	14619	7877
6311	Öregcsertő	BK	Kalocsai	08679	6	4306	708	383
6320	Solt	BK	Kalocsai	29115	4	13267	5990	2913
6321	Újsolt	BK	Kalocsai	08785	6	3298	155	117
6323	Dunaegyháza	BK	Kunszentmiklósi	21069	6	1012	1458	723
6325	Dunatetétlen	BK	Kalocsai	14766	6	4319	510	256
6326	Harta	BK	Kalocsai	18458	5	12968	3368	1602
6328	Dunapataj	BK	Kalocsai	07861	5	9047	3017	1635
6331	Foktő	BK	Kalocsai	02149	6	3146	1409	721
6332	Uszód	BK	Kalocsai	16294	6	2446	846	466
6333	Dunaszentbenedek	BK	Kalocsai	11606	6	2324	714	415
6334	Géderlak	BK	Kalocsai	03577	6	1894	864	460
6335	Ordas	BK	Kalocsai	16276	6	1631	427	252
6336	Szakmár	BK	Kalocsai	19530	6	7464	1082	591
6337	Újtelek	BK	Kalocsai	33604	6	956	364	253
6341	Homokmégy	BK	Kalocsai	27845	6	7032	1191	700
6342	Drágszél	BK	Kalocsai	07524	6	1259	288	148
6343	Miske	BK	Kalocsai	30632	6	4227	1609	696
6344	Hajós	BK	Kalocsai	18759	4	8992	2700	1365
6345	Nemesnádudvar	BK	Bajai	32540	6	5878	1636	732
6346	Sükösd	BK	Bajai	21245	5	9418	3340	1513
6347	Érsekcsanád	BK	Bajai	11864	6	5829	2773	1056
6348	Érsekhalma	BK	Bajai	33589	6	2756	542	258
6351	Bátya	BK	Kalocsai	11961	6	3386	1825	922
6352	Fajsz	BK	Kalocsai	03230	6	3199	1532	818
6353	Dusnok	BK	Kalocsai	04109	6	5747	2671	1234
6400	Kiskunhalas	BK	Kiskunhalasi	32434	4	22758	26215	12612
6411	Zsana	BK	Kiskunhalasi	15158	6	8794	663	405
6412	Balotaszállás	BK	Kiskunhalasi	25937	6	10494	1414	726
6413	Kunfehértó	BK	Kiskunhalasi	29027	6	7837	2083	1046
6414	Pirtó	BK	Kiskunhalasi	15398	6	3450	829	414
6421	Kisszállás	BK	Kiskunhalasi	28158	6	9205	2177	1145
6422	Tompa	BK	Kiskunhalasi	28486	4	8157	3966	1943
6423	Kelebia	BK	Kiskunhalasi	27571	6	6670	2322	1224
6424	Csikéria	BK	Bácsalmási	15699	6	2584	650	447
6425	Bácsszőlős	BK	Bácsalmási	30155	6	3883	306	212
6430	Bácsalmás	BK	Bácsalmási	10719	4	10829	6058	3109
6435	Kunbaja	BK	Bácsalmási	06044	6	3372	1335	704
6440	Jánoshalma	BK	Jánoshalmai	09469	4	13221	7984	4391
6444	Kéleshalom	BK	Jánoshalmai	18166	6	6163	414	288
6445	Borota	BK	Jánoshalmai	19327	6	8180	1112	758
6446	Rém	BK	Jánoshalmai	26310	6	3993	1149	554
6447	Felsőszentiván	BK	Bajai	02954	6	5354	1708	820
6448	Csávoly	BK	Bajai	16373	6	4742	1614	814
6449	Mélykút	BK	Jánoshalmai	16018	4	12347	4608	2681
6451	Tataháza	BK	Bácsalmási	14544	6	2610	1074	639
6452	Mátételke	BK	Bácsalmási	27809	6	2795	446	278
6453	Bácsbokod	BK	Bácsalmási	10180	5	6393	2276	1177
6454	Bácsborsód	BK	Bácsalmási	27234	6	7752	1038	419
6455	Katymár	BK	Bácsalmási	11280	6	7109	1532	855
6456	Madaras	BK	Bácsalmási	23357	6	4931	2521	1430
6500	Baja	BK	Bajai	03522	3	17789	33142	17251
6511	Bácsszentgyörgy	BK	Bajai	08697	6	1474	125	87
6512	Szeremle	BK	Bajai	28820	6	3406	1261	610
6513	Dunafalva	BK	Bajai	12566	6	5790	837	567
6521	Vaskút	BK	Bajai	28343	5	7149	3142	1372
6522	Gara	BK	Bajai	31848	6	5996	2110	893
6523	Csátalja	BK	Bajai	26471	6	3905	1249	653
6524	Dávod	BK	Bajai	10533	6	6921	1784	1075
6525	Hercegszántó	BK	Bajai	12937	6	6855	1645	1072
6527	Nagybaracska	BK	Bajai	25955	6	3795	2034	1010
6528	Bátmonostor	BK	Bajai	03656	6	3795	1423	700
6600	Szentes	CS	Szentesi	14456	4	35325	25417	12518
6612	Nagytőke	CS	Szentesi	29179	6	5468	359	222
6621	Derekegyház	CS	Szentesi	07834	6	5378	1382	661
6622	Nagymágocs	CS	Szentesi	17233	5	7509	2701	1235
6623	Árpádhalom	CS	Szentesi	19062	6	4520	394	227
6624	Eperjes	CS	Szentesi	22992	6	7389	387	311
6625	Fábiánsebestyén	CS	Szentesi	19974	6	7173	1843	897
6630	Mindszent	CS	Hódmezővásárhelyi	21555	4	5935	6298	3159
6635	Szegvár	CS	Szentesi	32489	5	8622	3975	2097
6636	Mártély	CS	Hódmezővásárhelyi	25733	6	3645	1269	574
6640	Csongrád	CS	Csongrádi	05111	4	17389	15454	8466
6645	Felgyő	CS	Csongrádi	22646	6	7673	1092	539
6646	Tömörkény	CS	Csongrádi	25900	6	5391	1632	868
6647	Csanytelek	CS	Csongrádi	22293	6	3471	2537	1252
6700	Szeged	CS	Szegedi	33367	1	28100	158829	88416
6750	Algyő	CS	Szegedi	34245	5	7577	5385	2082
6754	Újszentiván	CS	Szegedi	14924	6	1549	1880	710
6755	Kübekháza	CS	Szegedi	14410	6	2732	1465	580
6756	Tiszasziget	CS	Szegedi	16966	6	2688	1684	646
6758	Röszke	CS	Szegedi	13161	6	3663	3341	1402
6760	Kistelek	CS	Kisteleki	31024	4	6919	7039	3389
6762	Sándorfalva	CS	Szegedi	31705	4	5577	8267	3501
6763	Szatymaz	CS	Szegedi	12007	6	5372	4937	2518
6764	Balástya	CS	Kisteleki	23676	6	11000	3181	1817
6765	Csengele	CS	Kisteleki	32285	6	6066	1748	957
6766	Dóc	CS	Szegedi	30535	6	4943	661	288
6767	Ópusztaszer	CS	Kisteleki	12797	6	5950	1989	866
6768	Baks	CS	Kisteleki	29106	6	6192	1921	870
6769	Pusztaszer	CS	Kisteleki	28592	6	4893	1320	765
6772	Deszk	CS	Szegedi	24077	6	5205	3834	1478
6773	Klárafalva	CS	Szegedi	08253	6	910	456	203
6774	Ferencszállás	CS	Szegedi	18999	6	579	606	270
6775	Kiszombor	CS	Makói	26666	5	6581	3641	1621
6781	Domaszék	CS	Szegedi	13383	6	5215	4769	2142
6782	Mórahalom	CS	Mórahalmi	04349	4	8314	6227	2794
6783	Ásotthalom	CS	Mórahalmi	10339	5	12254	3649	1901
6784	Öttömös	CS	Mórahalmi	31079	6	3091	603	382
6785	Pusztamérges	CS	Mórahalmi	06354	6	2439	1007	594
6786	Ruzsa	CS	Mórahalmi	03966	6	8468	2313	1274
6787	Zákányszék	CS	Mórahalmi	05546	6	6609	2647	1390
6792	Zsombó	CS	Mórahalmi	17765	5	2689	3361	1454
6793	Forráskút	CS	Mórahalmi	33020	6	3667	2017	1018
6794	Üllés	CS	Mórahalmi	21412	5	4993	3039	1477
6795	Bordány	CS	Mórahalmi	08192	5	3648	3224	1522
6800	Hódmezővásárhely	CS	Hódmezővásárhelyi	08314	3	48798	41944	20608
6821	Székkutas	CS	Hódmezővásárhelyi	12265	6	12561	1907	945
6900	Makó	CS	Makói	07357	4	22923	21913	11049
6911	Királyhegyes	CS	Makói	13666	6	2980	599	329
6912	Kövegy	CS	Makói	09955	6	971	322	231
6913	Csanádpalota	CS	Makói	05379	4	7797	2487	1538
6914	Pitvaros	CS	Makói	06284	6	1314	1157	646
6915	Csanádalberti	CS	Makói	02121	6	1532	430	236
6916	Ambrózfalva	CS	Makói	16197	6	1122	425	241
6917	Nagyér	CS	Makói	20914	6	1229	481	239
6921	Maroslele	CS	Makói	10515	6	4656	2012	922
6922	Földeák	CS	Makói	09210	6	3637	2875	1451
6923	Óföldeák	CS	Makói	07755	6	3509	464	184
6931	Apátfalva	CS	Makói	14252	6	5384	2809	1508
6932	Magyarcsanád	CS	Makói	05962	6	4802	1237	681
6933	Nagylak	CS	Makói	12779	6	469	365	297
7000	Sárbogárd	FE	Sárbogárdi	23694	4	18933	11475	4995
7011	Alap	FE	Sárbogárdi	26824	6	4829	1856	848
7012	Alsószentiván	FE	Sárbogárdi	25283	6	3965	543	281
7013	Cece	FE	Sárbogárdi	13152	5	5885	2529	1104
7014	Sáregres	FE	Sárbogárdi	02723	6	2616	687	332
7015	Igar	FE	Sárbogárdi	17738	6	4119	760	455
7017	Mezőszilas	FE	Sárbogárdi	29036	6	6497	1989	809
7020	Dunaföldvár	TO	Paksi	31501	4	11142	8176	4009
7025	Bölcske	TO	Paksi	06558	6	5878	2593	1240
7026	Madocsa	TO	Paksi	29337	6	4333	1746	822
7030	Paks	TO	Paksi	04862	4	15408	17827	8558
7038	Pusztahencse	TO	Paksi	19938	6	3171	917	365
7039	Németkér	TO	Paksi	15006	6	6497	1539	757
7041	Vajta	FE	Sárbogárdi	02459	6	2343	791	388
7042	Pálfa	TO	Paksi	09371	6	3474	1435	646
7043	Bikács	TO	Paksi	11970	6	3467	381	194
7044	Nagydorog	TO	Paksi	18388	5	4144	2462	1063
7045	Györköny	TO	Paksi	12326	6	3160	985	469
7047	Sárszentlőrinc	TO	Paksi	20817	6	4669	954	475
7051	Kajdacs	TO	Paksi	14100	6	3773	1062	514
7052	Kölesd	TO	Szekszárdi	10463	6	3813	1322	592
7054	Tengelic	TO	Paksi	06901	6	7093	2013	980
7056	Szedres	TO	Szekszárdi	16814	6	4631	1974	783
7057	Medina	TO	Szekszárdi	30562	6	2224	688	327
7061	Belecska	TO	Tamási	28662	6	1441	312	146
7062	Keszőhidegkút	TO	Tamási	17640	6	1032	180	116
7063	Szárazd	TO	Tamási	18263	6	779	234	121
7064	Gyönk	TO	Tamási	30289	4	3811	1648	679
7065	Miszla	TO	Tamási	02811	6	3472	255	176
7066	Udvari	TO	Tamási	21360	6	1944	268	137
7067	Varsád	TO	Tamási	06637	6	2156	337	174
7068	Kistormás	TO	Szekszárdi	03869	6	1135	272	126
7071	Szakadát	TO	Tamási	15316	6	1070	214	146
7072	Diósberény	TO	Tamási	11688	6	1775	260	181
7081	Simontornya	TO	Tamási	20783	4	3383	3581	1845
7082	Kisszékely	TO	Tamási	27766	6	2830	290	184
7083	Tolnanémedi	TO	Tamási	11031	6	2195	922	508
7084	Pincehely	TO	Tamási	19585	5	5008	1984	1019
7085	Nagyszékely	TO	Tamási	06761	6	3671	380	229
7086	Ozora	TO	Tamási	05661	6	5956	1529	719
7087	Fürged	TO	Tamási	17950	6	2676	652	248
7090	Tamási	TO	Tamási	24563	4	11195	7591	3824
7091	Pári	TO	Tamási	09618	6	1305	579	270
7092	Nagykónyi	TO	Tamási	27182	6	4788	965	496
7093	Értény	TO	Tamási	08448	6	2995	683	262
7094	Koppányszántó	TO	Tamási	21184	6	2255	311	204
7095	Iregszemcse	TO	Tamási	04701	6	5833	2431	1057
7095	Újireg	TO	Tamási	20561	6	1090	253	133
7097	Nagyszokoly	TO	Tamási	13709	6	2799	870	415
7098	Magyarkeszi	TO	Tamási	06017	6	3816	1048	582
7099	Felsőnyék	TO	Tamási	17914	6	3202	1000	488
7100	Szekszárd	TO	Szekszárdi	22761	1	9628	30057	15950
7121	Szálka	TO	Szekszárdi	14711	6	1708	566	253
7122	Kakasd	TO	Bonyhádi	02033	6	2078	1523	627
7130	Tolna	TO	Tolnai	25274	4	7107	10697	4569
7132	Bogyiszló	TO	Tolnai	03425	6	5593	1982	901
7133	Fadd	TO	Tolnai	18980	5	6754	4012	1641
7134	Gerjen	TO	Paksi	05731	6	3628	1151	553
7135	Dunaszentgyörgy	TO	Paksi	09539	6	3763	2434	1042
7136	Fácánkert	TO	Tolnai	24192	6	1070	664	277
7140	Bátaszék	TO	Szekszárdi	08864	4	6358	5914	2518
7142	Pörböly	TO	Szekszárdi	33570	6	1111	507	233
7143	Őcsény	TO	Szekszárdi	08961	6	7260	2213	915
7144	Decs	TO	Szekszárdi	24989	5	9467	3795	1523
7145	Sárpilis	TO	Szekszárdi	04747	6	2170	569	209
7146	Várdomb	TO	Szekszárdi	09414	6	956	1089	441
7147	Alsónána	TO	Szekszárdi	29665	6	1314	652	281
7148	Alsónyék	TO	Szekszárdi	11563	6	3201	655	301
7149	Báta	TO	Szekszárdi	11712	6	6616	1382	736
7150	Bonyhád	TO	Bonyhádi	06497	4	7214	12163	5547
7158	Bonyhádvarasd	TO	Bonyhádi	14818	6	1045	382	159
7159	Kisdorog	TO	Bonyhádi	17710	6	2000	649	283
7161	Cikó	TO	Bonyhádi	19284	6	1986	848	355
7162	Grábóc	TO	Bonyhádi	26727	6	1373	159	84
7163	Mőcsény	TO	Bonyhádi	33349	6	1215	322	143
7164	Bátaapáti	TO	Bonyhádi	28909	6	2044	355	146
7165	Mórágy	TO	Bonyhádi	20701	6	1761	658	296
7171	Sióagárd	TO	Szekszárdi	25645	6	2440	1183	536
7172	Harc	TO	Szekszárdi	14164	6	1586	769	327
7173	Zomba	TO	Bonyhádi	21625	6	5729	1849	822
7174	Kéty	TO	Bonyhádi	21731	6	1651	631	265
7175	Felsőnána	TO	Bonyhádi	15820	6	1890	570	233
7176	Murga	TO	Bonyhádi	18917	6	659	45	49
7181	Tevel	TO	Bonyhádi	31459	6	2527	1248	560
7182	Závod	TO	Bonyhádi	14304	6	1291	259	141
